Img1,Img2,rmse
ART_2020229_194020.FR,ART_2020229_195020.FR,11.758723
ART_2020229_195020.FR,ART_2020229_200020.FR,11.28119
ART_2020229_200020.FR,ART_2020229_201020.FR,10.870427
ART_2020229_201020.FR,ART_2020229_202020.FR,11.253493
ART_2020229_202020.FR,ART_2020229_203020.FR,10.939334
ART_2020229_203020.FR,ART_2020229_204020.FR,10.093224
ART_2020229_204020.FR,ART_2020229_205020.FR,8.383413
ART_2020229_205020.FR,ART_2020229_210020.FR,7.6955094
ART_2020229_210020.FR,ART_2020229_211020.FR,7.1178794
ART_2020229_211020.FR,ART_2020229_212020.FR,7.645765
ART_2020229_212020.FR,ART_2020229_213020.FR,5.670199
ART_2020229_213020.FR,ART_2020229_214020.FR,4.531572
ART_2020229_214020.FR,ART_2020229_215020.FR,5.1697493
ART_2020229_215020.FR,ART_2020229_220020.FR,3.51683
ART_2020229_220020.FR,ART_2020229_221020.FR,0.036056876
ART_2020229_221020.FR,ART_2020229_222020.FR,0.0
ART_2020229_222020.FR,ART_2020229_223020.FR,0.0
ART_2020229_223020.FR,ART_2020229_224020.FR,0.0
ART_2020229_224020.FR,ART_2020229_225020.FR,0.0
ART_2020229_225020.FR,ART_2020229_230020.FR,0.0
ART_2020229_230020.FR,ART_2020229_231020.FR,0.0
ART_2020229_231020.FR,ART_2020229_232020.FR,0.0
ART_2020229_232020.FR,ART_2020229_233020.FR,0.0
ART_2020229_233020.FR,ART_2020229_234020.FR,0.0
ART_2020229_234020.FR,ART_2020229_235020.FR,0.0
ART_2020229_235020.FR,ART_2020230_000020.FR,0.0
ART_2020230_000020.FR,ART_2020230_001020.FR,0.0
ART_2020230_001020.FR,ART_2020230_002020.FR,0.0
ART_2020230_002020.FR,ART_2020230_003020.FR,0.0
ART_2020230_003020.FR,ART_2020230_004020.FR,0.0
ART_2020230_004020.FR,ART_2020230_005020.FR,0.0
ART_2020230_005020.FR,ART_2020230_010020.FR,0.0
ART_2020230_010020.FR,ART_2020230_011020.FR,0.0
ART_2020230_011020.FR,ART_2020230_012020.FR,0.0
ART_2020230_012020.FR,ART_2020230_013020.FR,0.0
ART_2020230_013020.FR,ART_2020230_014020.FR,0.0
ART_2020230_014020.FR,ART_2020230_015020.FR,0.0
ART_2020230_015020.FR,ART_2020230_020020.FR,0.0
ART_2020230_020020.FR,ART_2020230_021020.FR,0.0
ART_2020230_021020.FR,ART_2020230_022020.FR,0.0
ART_2020230_022020.FR,ART_2020230_023020.FR,0.0
ART_2020230_023020.FR,ART_2020230_024020.FR,0.0
ART_2020230_024020.FR,ART_2020230_025020.FR,0.0
ART_2020230_025020.FR,ART_2020230_030020.FR,0.0
ART_2020230_030020.FR,ART_2020230_031020.FR,0.0
ART_2020230_031020.FR,ART_2020230_032020.FR,0.0
ART_2020230_032020.FR,ART_2020230_033020.FR,0.0
ART_2020230_033020.FR,ART_2020230_034020.FR,0.0
ART_2020230_034020.FR,ART_2020230_035020.FR,0.0
ART_2020230_035020.FR,ART_2020230_040020.FR,0.0
ART_2020230_040020.FR,ART_2020230_041020.FR,0.0
ART_2020230_041020.FR,ART_2020230_042020.FR,0.0
ART_2020230_042020.FR,ART_2020230_043020.FR,0.0
ART_2020230_043020.FR,ART_2020230_044020.FR,0.0
ART_2020230_044020.FR,ART_2020230_045020.FR,0.0
ART_2020230_045020.FR,ART_2020230_050020.FR,0.0
ART_2020230_050020.FR,ART_2020230_051020.FR,0.0
ART_2020230_051020.FR,ART_2020230_052020.FR,0.0
ART_2020230_052020.FR,ART_2020230_053020.FR,0.0
ART_2020230_053020.FR,ART_2020230_054020.FR,0.0
ART_2020230_054020.FR,ART_2020230_055020.FR,0.0
ART_2020230_055020.FR,ART_2020230_060020.FR,0.0
ART_2020230_060020.FR,ART_2020230_061020.FR,0.0
ART_2020230_061020.FR,ART_2020230_062020.FR,0.0
ART_2020230_062020.FR,ART_2020230_063020.FR,0.0
ART_2020230_063020.FR,ART_2020230_064020.FR,0.0
ART_2020230_064020.FR,ART_2020230_065020.FR,0.0
ART_2020230_065020.FR,ART_2020230_070020.FR,0.0
ART_2020230_070020.FR,ART_2020230_071020.FR,0.0
ART_2020230_071020.FR,ART_2020230_072020.FR,0.0
ART_2020230_072020.FR,ART_2020230_073020.FR,0.0
ART_2020230_073020.FR,ART_2020230_074020.FR,0.0
ART_2020230_074020.FR,ART_2020230_075020.FR,0.0
ART_2020230_075020.FR,ART_2020230_080020.FR,0.0
ART_2020230_080020.FR,ART_2020230_081020.FR,0.0
ART_2020230_081020.FR,ART_2020230_082020.FR,0.0
ART_2020230_082020.FR,ART_2020230_083020.FR,0.0
ART_2020230_083020.FR,ART_2020230_084020.FR,0.0
ART_2020230_084020.FR,ART_2020230_085020.FR,0.0
ART_2020230_085020.FR,ART_2020230_090020.FR,0.0
ART_2020230_090020.FR,ART_2020230_091020.FR,0.0
ART_2020230_091020.FR,ART_2020230_092020.FR,0.0
ART_2020230_092020.FR,ART_2020230_093020.FR,0.0
ART_2020230_093020.FR,ART_2020230_094020.FR,0.0
ART_2020230_094020.FR,ART_2020230_095020.FR,0.0
ART_2020230_095020.FR,ART_2020230_100020.FR,3.6332443
ART_2020230_100020.FR,ART_2020230_101020.FR,11.772889
ART_2020230_101020.FR,ART_2020230_102020.FR,15.513685
ART_2020230_102020.FR,ART_2020230_103020.FR,14.7130165
ART_2020230_103020.FR,ART_2020230_104020.FR,15.001119
ART_2020230_104020.FR,ART_2020230_105020.FR,16.238075
ART_2020230_105020.FR,ART_2020230_110020.FR,17.10024
ART_2020230_110020.FR,ART_2020230_111020.FR,16.932238
ART_2020230_111020.FR,ART_2020230_112020.FR,16.543537
ART_2020230_112020.FR,ART_2020230_113020.FR,15.430159
ART_2020230_113020.FR,ART_2020230_114020.FR,14.771799
ART_2020230_114020.FR,ART_2020230_115020.FR,14.05545
ART_2020230_115020.FR,ART_2020230_120020.FR,14.057684
ART_2020230_120020.FR,ART_2020230_121020.FR,13.559552
ART_2020230_121020.FR,ART_2020230_122020.FR,13.263524
ART_2020230_122020.FR,ART_2020230_123020.FR,12.468021
ART_2020230_123020.FR,ART_2020230_124020.FR,12.261079
ART_2020230_124020.FR,ART_2020230_125020.FR,11.513245
ART_2020230_125020.FR,ART_2020230_130020.FR,11.197899
ART_2020230_130020.FR,ART_2020230_131020.FR,10.920175
ART_2020230_131020.FR,ART_2020230_132020.FR,10.706316
ART_2020230_132020.FR,ART_2020230_133020.FR,10.542761
ART_2020230_133020.FR,ART_2020230_134020.FR,10.395869
ART_2020230_134020.FR,ART_2020230_135020.FR,10.25441
ART_2020230_135020.FR,ART_2020230_140020.FR,10.177172
ART_2020230_140020.FR,ART_2020230_141020.FR,10.107904
ART_2020230_141020.FR,ART_2020230_142020.FR,10.149187
ART_2020230_142020.FR,ART_2020230_143020.FR,10.31096
ART_2020230_143020.FR,ART_2020230_144020.FR,10.270352
ART_2020230_144020.FR,ART_2020230_145020.FR,10.026534
ART_2020230_145020.FR,ART_2020230_150020.FR,9.823856
ART_2020230_150020.FR,ART_2020230_151020.FR,9.711931
ART_2020230_151020.FR,ART_2020230_152020.FR,9.685675
ART_2020230_152020.FR,ART_2020230_153020.FR,9.609874
ART_2020230_153020.FR,ART_2020230_154020.FR,9.624519
ART_2020230_154020.FR,ART_2020230_155020.FR,9.626797
ART_2020230_155020.FR,ART_2020230_160020.FR,9.612042
ART_2020230_160020.FR,ART_2020230_161020.FR,9.632568
ART_2020230_161020.FR,ART_2020230_162020.FR,9.648446
ART_2020230_162020.FR,ART_2020230_163020.FR,9.663714
ART_2020230_163020.FR,ART_2020230_164020.FR,9.6976
ART_2020230_164020.FR,ART_2020230_165020.FR,9.739623
ART_2020230_165020.FR,ART_2020230_170020.FR,9.83598
ART_2020230_170020.FR,ART_2020230_171020.FR,9.936173
ART_2020230_171020.FR,ART_2020230_172020.FR,9.973078
ART_2020230_172020.FR,ART_2020230_173020.FR,10.066288
ART_2020230_173020.FR,ART_2020230_174020.FR,10.182628
ART_2020230_174020.FR,ART_2020230_175020.FR,10.300698
ART_2020230_175020.FR,ART_2020230_180020.FR,10.434823
ART_2020230_180020.FR,ART_2020230_181020.FR,10.554722
ART_2020230_181020.FR,ART_2020230_182020.FR,10.651365
ART_2020230_182020.FR,ART_2020230_183020.FR,10.830011
ART_2020230_183020.FR,ART_2020230_184020.FR,11.0276
ART_2020230_184020.FR,ART_2020230_185020.FR,11.198758
ART_2020230_185020.FR,ART_2020230_190020.FR,11.401892
ART_2020230_190020.FR,ART_2020230_191020.FR,11.563563
ART_2020230_191020.FR,ART_2020230_192020.FR,11.686473
ART_2020230_192020.FR,ART_2020230_193020.FR,11.655068
ART_2020230_193020.FR,ART_2020230_194020.FR,11.416461
ART_2020230_194020.FR,ART_2020230_195020.FR,10.997691
ART_2020230_195020.FR,ART_2020230_200020.FR,10.731751
ART_2020230_200020.FR,ART_2020230_201020.FR,10.616749
ART_2020230_201020.FR,ART_2020230_202020.FR,11.194385
ART_2020230_202020.FR,ART_2020230_203020.FR,11.403923
ART_2020230_203020.FR,ART_2020230_204020.FR,10.761281
ART_2020230_204020.FR,ART_2020230_205020.FR,10.367357
ART_2020230_205020.FR,ART_2020230_210020.FR,8.44143
ART_2020230_210020.FR,ART_2020230_211020.FR,7.486934
ART_2020230_211020.FR,ART_2020230_212020.FR,7.677488
ART_2020230_212020.FR,ART_2020230_213020.FR,6.5235047
ART_2020230_213020.FR,ART_2020230_214020.FR,5.543523
ART_2020230_214020.FR,ART_2020230_215020.FR,6.076657
ART_2020230_215020.FR,ART_2020230_220020.FR,4.0778875
ART_2020230_220020.FR,ART_2020230_221020.FR,0.1283095
ART_2020230_221020.FR,ART_2020230_222020.FR,0.0
ART_2020230_222020.FR,ART_2020230_223020.FR,0.0
ART_2020230_223020.FR,ART_2020230_224020.FR,0.0
ART_2020230_224020.FR,ART_2020230_225020.FR,0.0
ART_2020230_225020.FR,ART_2020230_230020.FR,0.0
ART_2020230_230020.FR,ART_2020230_231020.FR,0.0
ART_2020230_231020.FR,ART_2020230_232020.FR,0.0
ART_2020230_232020.FR,ART_2020230_233020.FR,0.0
ART_2020230_233020.FR,ART_2020230_234020.FR,0.0
ART_2020230_234020.FR,ART_2020230_235020.FR,0.0
ART_2020230_235020.FR,ART_2020231_000020.FR,0.0
ART_2020231_000020.FR,ART_2020231_001020.FR,0.0
ART_2020231_001020.FR,ART_2020231_002020.FR,0.0
ART_2020231_002020.FR,ART_2020231_003020.FR,0.0
ART_2020231_003020.FR,ART_2020231_004020.FR,0.0
ART_2020231_004020.FR,ART_2020231_005020.FR,0.0
ART_2020231_005020.FR,ART_2020231_010020.FR,0.0
ART_2020231_010020.FR,ART_2020231_011020.FR,0.0
ART_2020231_011020.FR,ART_2020231_012020.FR,0.0
ART_2020231_012020.FR,ART_2020231_013020.FR,0.0
ART_2020231_013020.FR,ART_2020231_014020.FR,0.0
ART_2020231_014020.FR,ART_2020231_015020.FR,0.0
ART_2020231_015020.FR,ART_2020231_020020.FR,0.0
ART_2020231_020020.FR,ART_2020231_021020.FR,0.0
ART_2020231_021020.FR,ART_2020231_022020.FR,0.0
ART_2020231_022020.FR,ART_2020231_023020.FR,0.0
ART_2020231_023020.FR,ART_2020231_024020.FR,0.0
ART_2020231_024020.FR,ART_2020231_025020.FR,0.0
ART_2020231_025020.FR,ART_2020231_030020.FR,0.0
ART_2020231_030020.FR,ART_2020231_031020.FR,0.0
ART_2020231_031020.FR,ART_2020231_032020.FR,0.0
ART_2020231_032020.FR,ART_2020231_033020.FR,0.0
ART_2020231_033020.FR,ART_2020231_034020.FR,0.0
ART_2020231_034020.FR,ART_2020231_035020.FR,0.0
ART_2020231_035020.FR,ART_2020231_040020.FR,0.0
ART_2020231_040020.FR,ART_2020231_041020.FR,0.0
ART_2020231_041020.FR,ART_2020231_042020.FR,0.0
ART_2020231_042020.FR,ART_2020231_043020.FR,0.0
ART_2020231_043020.FR,ART_2020231_044020.FR,0.0
ART_2020231_044020.FR,ART_2020231_045020.FR,0.0
ART_2020231_045020.FR,ART_2020231_050020.FR,0.0
ART_2020231_050020.FR,ART_2020231_051020.FR,0.0
ART_2020231_051020.FR,ART_2020231_052020.FR,0.0
ART_2020231_052020.FR,ART_2020231_053020.FR,0.0
ART_2020231_053020.FR,ART_2020231_054020.FR,0.0
ART_2020231_054020.FR,ART_2020231_055020.FR,0.0
ART_2020231_055020.FR,ART_2020231_060020.FR,0.0
ART_2020231_060020.FR,ART_2020231_061020.FR,0.0
ART_2020231_061020.FR,ART_2020231_062020.FR,0.0
ART_2020231_062020.FR,ART_2020231_063020.FR,0.0
ART_2020231_063020.FR,ART_2020231_064020.FR,0.0
ART_2020231_064020.FR,ART_2020231_065020.FR,0.0
ART_2020231_065020.FR,ART_2020231_070020.FR,0.0
ART_2020231_070020.FR,ART_2020231_071020.FR,0.0
ART_2020231_071020.FR,ART_2020231_072020.FR,0.0
ART_2020231_072020.FR,ART_2020231_073020.FR,0.0
ART_2020231_073020.FR,ART_2020231_074020.FR,0.0
ART_2020231_074020.FR,ART_2020231_075020.FR,0.0
ART_2020231_075020.FR,ART_2020231_080020.FR,0.0
ART_2020231_080020.FR,ART_2020231_081020.FR,0.0
ART_2020231_081020.FR,ART_2020231_082020.FR,0.0
ART_2020231_082020.FR,ART_2020231_083020.FR,0.0
ART_2020231_083020.FR,ART_2020231_084020.FR,0.0
ART_2020231_084020.FR,ART_2020231_085020.FR,0.0
ART_2020231_085020.FR,ART_2020231_090020.FR,0.0
ART_2020231_090020.FR,ART_2020231_091020.FR,0.0
ART_2020231_091020.FR,ART_2020231_092020.FR,0.0
ART_2020231_092020.FR,ART_2020231_093020.FR,0.0
ART_2020231_093020.FR,ART_2020231_094020.FR,0.0
ART_2020231_094020.FR,ART_2020231_095020.FR,0.0
ART_2020231_095020.FR,ART_2020231_100020.FR,5.2057443
ART_2020231_100020.FR,ART_2020231_101020.FR,11.851597
ART_2020231_101020.FR,ART_2020231_102020.FR,12.973799
ART_2020231_102020.FR,ART_2020231_103020.FR,13.855453
ART_2020231_103020.FR,ART_2020231_104020.FR,14.805357
ART_2020231_104020.FR,ART_2020231_105020.FR,15.296402
ART_2020231_105020.FR,ART_2020231_110020.FR,15.320557
ART_2020231_110020.FR,ART_2020231_111020.FR,14.05418
ART_2020231_111020.FR,ART_2020231_112020.FR,13.485522
ART_2020231_112020.FR,ART_2020231_113020.FR,12.498112
ART_2020231_113020.FR,ART_2020231_114020.FR,12.64474
ART_2020231_114020.FR,ART_2020231_115020.FR,12.391361
ART_2020231_115020.FR,ART_2020231_120020.FR,13.0040045
ART_2020231_120020.FR,ART_2020231_121020.FR,12.826521
ART_2020231_121020.FR,ART_2020231_122020.FR,12.15644
ART_2020231_122020.FR,ART_2020231_123020.FR,11.876379
ART_2020231_123020.FR,ART_2020231_124020.FR,11.343882
ART_2020231_124020.FR,ART_2020231_125020.FR,11.033627
ART_2020231_125020.FR,ART_2020231_130020.FR,10.774671
ART_2020231_130020.FR,ART_2020231_131020.FR,10.548541
ART_2020231_131020.FR,ART_2020231_132020.FR,10.425641
ART_2020231_132020.FR,ART_2020231_133020.FR,10.331662
ART_2020231_133020.FR,ART_2020231_134020.FR,10.245136
ART_2020231_134020.FR,ART_2020231_135020.FR,10.188675
ART_2020231_135020.FR,ART_2020231_140020.FR,10.182998
ART_2020231_140020.FR,ART_2020231_141020.FR,10.27875
ART_2020231_141020.FR,ART_2020231_142020.FR,10.443161
ART_2020231_142020.FR,ART_2020231_143020.FR,10.51374
ART_2020231_143020.FR,ART_2020231_144020.FR,10.4927635
ART_2020231_144020.FR,ART_2020231_145020.FR,10.430035
ART_2020231_145020.FR,ART_2020231_150020.FR,10.400082
ART_2020231_150020.FR,ART_2020231_151020.FR,10.334218
ART_2020231_151020.FR,ART_2020231_152020.FR,10.32654
ART_2020231_152020.FR,ART_2020231_153020.FR,10.328544
ART_2020231_153020.FR,ART_2020231_154020.FR,10.384754
ART_2020231_154020.FR,ART_2020231_155020.FR,10.449382
ART_2020231_155020.FR,ART_2020231_160020.FR,10.465852
ART_2020231_160020.FR,ART_2020231_161020.FR,10.492855
ART_2020231_161020.FR,ART_2020231_162020.FR,10.568956
ART_2020231_162020.FR,ART_2020231_163020.FR,10.655043
ART_2020231_163020.FR,ART_2020231_164020.FR,10.775403
ART_2020231_164020.FR,ART_2020231_165020.FR,10.876941
ART_2020231_165020.FR,ART_2020231_170020.FR,11.052797
ART_2020231_170020.FR,ART_2020231_171020.FR,11.17261
ART_2020231_171020.FR,ART_2020231_172020.FR,11.27643
ART_2020231_172020.FR,ART_2020231_173020.FR,11.44211
ART_2020231_173020.FR,ART_2020231_174020.FR,11.619092
ART_2020231_174020.FR,ART_2020231_175020.FR,11.8089905
ART_2020231_175020.FR,ART_2020231_180020.FR,11.898752
ART_2020231_180020.FR,ART_2020231_181020.FR,12.114099
ART_2020231_181020.FR,ART_2020231_182020.FR,12.254649
ART_2020231_182020.FR,ART_2020231_183020.FR,12.45375
ART_2020231_183020.FR,ART_2020231_184020.FR,12.667211
ART_2020231_184020.FR,ART_2020231_185020.FR,12.994723
ART_2020231_185020.FR,ART_2020231_190020.FR,13.355766
ART_2020231_190020.FR,ART_2020231_191020.FR,13.643947
ART_2020231_191020.FR,ART_2020231_192020.FR,14.02573
ART_2020231_192020.FR,ART_2020231_193020.FR,14.457149
ART_2020231_193020.FR,ART_2020231_194020.FR,14.822132
ART_2020231_194020.FR,ART_2020231_195020.FR,15.268819
ART_2020231_195020.FR,ART_2020231_200020.FR,15.462802
ART_2020231_200020.FR,ART_2020231_201020.FR,14.634877
ART_2020231_201020.FR,ART_2020231_202020.FR,14.00161
ART_2020231_202020.FR,ART_2020231_203020.FR,14.114854
ART_2020231_203020.FR,ART_2020231_204020.FR,12.843363
ART_2020231_204020.FR,ART_2020231_205020.FR,10.099421
ART_2020231_205020.FR,ART_2020231_210020.FR,9.057167
ART_2020231_210020.FR,ART_2020231_211020.FR,7.798901
ART_2020231_211020.FR,ART_2020231_212020.FR,7.299067
ART_2020231_212020.FR,ART_2020231_213020.FR,6.9937096
ART_2020231_213020.FR,ART_2020231_214020.FR,5.3155074
ART_2020231_214020.FR,ART_2020231_215020.FR,4.8999047
ART_2020231_215020.FR,ART_2020231_220020.FR,2.9396615
ART_2020231_220020.FR,ART_2020231_221020.FR,0.23196732
ART_2020231_221020.FR,ART_2020231_222020.FR,0.0
ART_2020231_222020.FR,ART_2020231_223020.FR,0.0
ART_2020231_223020.FR,ART_2020231_224020.FR,0.0
ART_2020231_224020.FR,ART_2020231_225020.FR,0.0
ART_2020231_225020.FR,ART_2020231_230020.FR,0.0
ART_2020231_230020.FR,ART_2020231_231020.FR,0.0
ART_2020231_231020.FR,ART_2020231_232020.FR,0.0
ART_2020231_232020.FR,ART_2020231_233020.FR,0.0
ART_2020231_233020.FR,ART_2020231_234020.FR,0.0
ART_2020231_234020.FR,ART_2020231_235020.FR,0.0
ART_2020231_235020.FR,ART_2020232_000020.FR,0.0
ART_2020232_000020.FR,ART_2020232_001020.FR,0.0
ART_2020232_001020.FR,ART_2020232_002020.FR,0.0
ART_2020232_002020.FR,ART_2020232_003020.FR,0.0
ART_2020232_003020.FR,ART_2020232_004020.FR,0.0
ART_2020232_004020.FR,ART_2020232_005020.FR,0.0
ART_2020232_005020.FR,ART_2020232_010020.FR,0.0
ART_2020232_010020.FR,ART_2020232_011020.FR,0.0
ART_2020232_011020.FR,ART_2020232_012020.FR,0.0
ART_2020232_012020.FR,ART_2020232_013021.FR,0.0
ART_2020232_013021.FR,ART_2020232_014021.FR,0.0
ART_2020232_014021.FR,ART_2020232_015021.FR,0.0
ART_2020232_015021.FR,ART_2020232_020021.FR,0.0
ART_2020232_020021.FR,ART_2020232_021021.FR,0.0
ART_2020232_021021.FR,ART_2020232_022021.FR,0.0
ART_2020232_022021.FR,ART_2020232_023021.FR,0.0
ART_2020232_023021.FR,ART_2020232_024021.FR,0.0
ART_2020232_024021.FR,ART_2020232_025021.FR,0.0
ART_2020232_025021.FR,ART_2020232_030021.FR,0.0
ART_2020232_030021.FR,ART_2020232_031021.FR,0.0
ART_2020232_031021.FR,ART_2020232_032021.FR,0.0
ART_2020232_032021.FR,ART_2020232_033021.FR,0.0
ART_2020232_033021.FR,ART_2020232_034021.FR,0.0
ART_2020232_034021.FR,ART_2020232_035021.FR,0.0
ART_2020232_035021.FR,ART_2020232_040021.FR,0.0
ART_2020232_040021.FR,ART_2020232_041021.FR,0.0
ART_2020232_041021.FR,ART_2020232_042021.FR,0.0
ART_2020232_042021.FR,ART_2020232_043021.FR,0.0
ART_2020232_043021.FR,ART_2020232_044021.FR,0.0
ART_2020232_044021.FR,ART_2020232_045021.FR,0.0
ART_2020232_045021.FR,ART_2020232_050021.FR,0.0
ART_2020232_050021.FR,ART_2020232_051021.FR,0.0
ART_2020232_051021.FR,ART_2020232_052021.FR,0.0
ART_2020232_052021.FR,ART_2020232_053021.FR,0.0
ART_2020232_053021.FR,ART_2020232_054021.FR,0.0
ART_2020232_054021.FR,ART_2020232_055021.FR,0.0
ART_2020232_055021.FR,ART_2020232_060021.FR,0.0
ART_2020232_060021.FR,ART_2020232_061021.FR,0.0
ART_2020232_061021.FR,ART_2020232_062021.FR,0.0
ART_2020232_062021.FR,ART_2020232_063021.FR,0.0
ART_2020232_063021.FR,ART_2020232_064021.FR,0.0
ART_2020232_064021.FR,ART_2020232_065021.FR,0.0
ART_2020232_065021.FR,ART_2020232_070021.FR,0.0
ART_2020232_070021.FR,ART_2020232_071021.FR,0.0
ART_2020232_071021.FR,ART_2020232_072021.FR,0.0
ART_2020232_072021.FR,ART_2020232_073021.FR,0.0
ART_2020232_073021.FR,ART_2020232_074021.FR,0.0
ART_2020232_074021.FR,ART_2020232_075021.FR,0.0
ART_2020232_075021.FR,ART_2020232_080021.FR,0.0
ART_2020232_080021.FR,ART_2020232_081021.FR,0.0
ART_2020232_081021.FR,ART_2020232_082021.FR,0.0
ART_2020232_082021.FR,ART_2020232_083021.FR,0.0
ART_2020232_083021.FR,ART_2020232_084021.FR,0.0
ART_2020232_084021.FR,ART_2020232_085021.FR,0.0
ART_2020232_085021.FR,ART_2020232_090021.FR,0.0
ART_2020232_090021.FR,ART_2020232_091021.FR,0.0
ART_2020232_091021.FR,ART_2020232_092021.FR,0.0
ART_2020232_092021.FR,ART_2020232_093021.FR,0.0
ART_2020232_093021.FR,ART_2020232_094021.FR,0.0
ART_2020232_094021.FR,ART_2020232_095021.FR,0.0
ART_2020232_095021.FR,ART_2020232_100021.FR,3.5362394
ART_2020232_100021.FR,ART_2020232_101021.FR,9.862525
ART_2020232_101021.FR,ART_2020232_102021.FR,15.028698
ART_2020232_102021.FR,ART_2020232_103021.FR,19.551924
ART_2020232_103021.FR,ART_2020232_104021.FR,19.186907
ART_2020232_104021.FR,ART_2020232_105021.FR,16.537155
ART_2020232_105021.FR,ART_2020232_110021.FR,15.215917
ART_2020232_110021.FR,ART_2020232_111021.FR,15.052005
ART_2020232_111021.FR,ART_2020232_112021.FR,15.485527
ART_2020232_112021.FR,ART_2020232_113021.FR,15.565546
ART_2020232_113021.FR,ART_2020232_114021.FR,15.445561
ART_2020232_114021.FR,ART_2020232_115021.FR,14.758847
ART_2020232_115021.FR,ART_2020232_120021.FR,14.360989
ART_2020232_120021.FR,ART_2020232_121021.FR,14.050253
ART_2020232_121021.FR,ART_2020232_122021.FR,13.563576
ART_2020232_122021.FR,ART_2020232_123021.FR,13.221199
ART_2020232_123021.FR,ART_2020232_124021.FR,12.802008
ART_2020232_124021.FR,ART_2020232_125021.FR,12.465829
ART_2020232_125021.FR,ART_2020232_130021.FR,12.320655
ART_2020232_130021.FR,ART_2020232_131021.FR,12.181978
ART_2020232_131021.FR,ART_2020232_132021.FR,12.060731
ART_2020232_132021.FR,ART_2020232_133021.FR,11.933323
ART_2020232_133021.FR,ART_2020232_134021.FR,11.856205
ART_2020232_134021.FR,ART_2020232_135021.FR,11.771229
ART_2020232_135021.FR,ART_2020232_140021.FR,11.717605
ART_2020232_140021.FR,ART_2020232_141021.FR,11.769587
ART_2020232_141021.FR,ART_2020232_142021.FR,12.028545
ART_2020232_142021.FR,ART_2020232_143021.FR,12.258048
ART_2020232_143021.FR,ART_2020232_144021.FR,12.254121
ART_2020232_144021.FR,ART_2020232_145021.FR,12.119207
ART_2020232_145021.FR,ART_2020232_150021.FR,12.124949
ART_2020232_150021.FR,ART_2020232_151021.FR,12.038501
ART_2020232_151021.FR,ART_2020232_152021.FR,12.073639
ART_2020232_152021.FR,ART_2020232_153021.FR,12.118493
ART_2020232_153021.FR,ART_2020232_154021.FR,12.172154
ART_2020232_154021.FR,ART_2020232_155021.FR,12.191754
ART_2020232_155021.FR,ART_2020232_160021.FR,12.285909
ART_2020232_160021.FR,ART_2020232_161021.FR,12.426802
ART_2020232_161021.FR,ART_2020232_162021.FR,12.528881
ART_2020232_162021.FR,ART_2020232_163021.FR,12.63598
ART_2020232_163021.FR,ART_2020232_164021.FR,12.870213
ART_2020232_164021.FR,ART_2020232_165021.FR,13.010908
ART_2020232_165021.FR,ART_2020232_170021.FR,13.216571
ART_2020232_170021.FR,ART_2020232_171021.FR,13.4632
ART_2020232_171021.FR,ART_2020232_172021.FR,13.626024
ART_2020232_172021.FR,ART_2020232_173021.FR,13.790999
ART_2020232_173021.FR,ART_2020232_174021.FR,14.013605
ART_2020232_174021.FR,ART_2020232_175021.FR,14.205253
ART_2020232_175021.FR,ART_2020232_180021.FR,14.417253
ART_2020232_180021.FR,ART_2020232_181021.FR,14.607839
ART_2020232_181021.FR,ART_2020232_182021.FR,14.907055
ART_2020232_182021.FR,ART_2020232_183021.FR,15.109858
ART_2020232_183021.FR,ART_2020232_184021.FR,15.409243
ART_2020232_184021.FR,ART_2020232_185021.FR,15.702736
ART_2020232_185021.FR,ART_2020232_190021.FR,15.987574
ART_2020232_190021.FR,ART_2020232_191021.FR,16.334198
ART_2020232_191021.FR,ART_2020232_192021.FR,16.561913
ART_2020232_192021.FR,ART_2020232_193021.FR,16.948423
ART_2020232_193021.FR,ART_2020232_194021.FR,17.118326
ART_2020232_194021.FR,ART_2020232_195021.FR,17.076183
ART_2020232_195021.FR,ART_2020232_200021.FR,16.403534
ART_2020232_200021.FR,ART_2020232_201021.FR,15.085202
ART_2020232_201021.FR,ART_2020232_202021.FR,13.827454
ART_2020232_202021.FR,ART_2020232_203021.FR,13.12287
ART_2020232_203021.FR,ART_2020232_204021.FR,12.362089
ART_2020232_204021.FR,ART_2020232_205021.FR,11.242872
ART_2020232_205021.FR,ART_2020232_210021.FR,9.421961
ART_2020232_210021.FR,ART_2020232_211021.FR,8.932285
ART_2020232_211021.FR,ART_2020232_212021.FR,9.903462
ART_2020232_212021.FR,ART_2020232_213021.FR,8.345993
ART_2020232_213021.FR,ART_2020232_214021.FR,4.5647573
ART_2020232_214021.FR,ART_2020232_215021.FR,4.3447537
ART_2020232_215021.FR,ART_2020232_220021.FR,3.6931922
ART_2020232_220021.FR,ART_2020232_221021.FR,0.26664487
ART_2020232_221021.FR,ART_2020232_222021.FR,0.0
ART_2020232_222021.FR,ART_2020232_223021.FR,0.0
ART_2020232_223021.FR,ART_2020232_224021.FR,0.0
ART_2020232_224021.FR,ART_2020232_225021.FR,0.0
ART_2020232_225021.FR,ART_2020232_230021.FR,0.0
ART_2020232_230021.FR,ART_2020232_231021.FR,0.0
ART_2020232_231021.FR,ART_2020232_232021.FR,0.0
ART_2020232_232021.FR,ART_2020232_233021.FR,0.0
ART_2020232_233021.FR,ART_2020232_234021.FR,0.0
ART_2020232_234021.FR,ART_2020232_235021.FR,0.0
