Img,Min,Max,Mean,Black Rows,Black cols,Next img,RMSE
ART_2020246_194018.FR,3.4104598,246.02899,34.201824,0,0,ART_2020246_195018.FR,10.397235
ART_2020246_195018.FR,3.429447,219.79015,32.86205,0,0,ART_2020246_200018.FR,10.861407
ART_2020246_200018.FR,3.5543537,272.99902,30.91284,0,0,ART_2020246_201018.FR,11.213451
ART_2020246_201018.FR,3.2388527,254.27745,28.586826,0,0,ART_2020246_202018.FR,11.131348
ART_2020246_202018.FR,2.4669583,288.24686,26.243662,0,0,ART_2020246_203018.FR,11.187092
ART_2020246_203018.FR,0.0,281.33224,23.48027,0,0,ART_2020246_204018.FR,11.563668
ART_2020246_204018.FR,0.0,318.75595,19.700956,0,0,ART_2020246_205018.FR,11.364704
ART_2020246_205018.FR,0.0,272.78174,15.259027,0,20,ART_2020246_210018.FR,9.735872
ART_2020246_210018.FR,0.0,168.8604,11.586724,0,30,ART_2020246_211018.FR,8.455281
ART_2020246_211018.FR,0.0,183.52196,8.512594,0,37,ART_2020246_212018.FR,5.517527
ART_2020246_212018.FR,0.0,186.23291,6.599618,0,43,ART_2020246_213018.FR,5.9596815
ART_2020246_213018.FR,0.0,190.9536,4.618629,0,48,ART_2020246_214018.FR,7.1964183
ART_2020246_214018.FR,0.0,143.26134,2.3472955,0,53,ART_2020246_215018.FR,4.1726694
ART_2020246_215018.FR,0.0,57.42322,1.1053143,0,58,ART_2020246_220018.FR,4.607605
ART_2020246_220018.FR,0.0,42.20434,0.116568044,0,62,ART_2020246_221018.FR,1.648463
ART_2020247_094018.FR,0.0,0.0,0.0,70,76,ART_2020247_095018.FR,5.855743
ART_2020247_095018.FR,0.0,151.84541,0.9750477,0,59,ART_2020247_100018.FR,11.107219
ART_2020247_100018.FR,0.0,220.31798,3.664465,0,54,ART_2020247_101018.FR,18.362518
ART_2020247_101018.FR,0.0,301.54556,9.140356,0,50,ART_2020247_102018.FR,19.92367
ART_2020247_102018.FR,0.0,321.60156,15.326932,0,44,ART_2020247_103018.FR,19.18126
ART_2020247_103018.FR,0.0,329.49966,21.010035,0,39,ART_2020247_104018.FR,19.079098
ART_2020247_104018.FR,0.0,294.63574,26.259718,0,32,ART_2020247_105018.FR,16.791588
ART_2020247_105018.FR,0.0,279.50055,29.79182,0,23,ART_2020247_110018.FR,15.71806
ART_2020247_110018.FR,0.0,229.7607,32.340523,0,7,ART_2020247_111018.FR,14.466729
ART_2020247_111018.FR,0.0,231.64223,33.79058,0,0,ART_2020247_112018.FR,12.897944
ART_2020247_112018.FR,0.0,204.21317,34.04949,0,0,ART_2020247_113018.FR,11.860965
ART_2020247_113018.FR,3.220155,199.74252,33.768963,0,0,ART_2020247_114018.FR,12.218989
ART_2020247_114018.FR,1.4211915,192.11925,34.09773,0,0,ART_2020247_115018.FR,12.118749
ART_2020247_115018.FR,1.1812669,226.3431,34.226707,0,0,ART_2020247_120018.FR,11.732795
ART_2020247_120018.FR,0.5063943,227.58702,34.11913,0,0,ART_2020247_121018.FR,11.319273
ART_2020247_121018.FR,1.3323407,205.01479,33.876198,0,0,ART_2020247_122018.FR,10.85775
ART_2020247_122018.FR,0.8916674,209.81097,33.49062,0,0,ART_2020247_123018.FR,10.549307
ART_2020247_123018.FR,2.3256059,191.27415,33.16861,0,0,ART_2020247_124018.FR,10.368661
ART_2020247_124018.FR,2.768382,191.437,32.88666,0,0,ART_2020247_125018.FR,10.1807165
ART_2020247_125018.FR,2.5550706,198.73051,32.6421,0,0,ART_2020247_130018.FR,9.984158
ART_2020247_130018.FR,2.431924,193.70294,32.42648,0,0,ART_2020247_131018.FR,9.890985
ART_2020247_131018.FR,0.66693854,192.59697,32.23183,0,0,ART_2020247_132018.FR,9.82553
ART_2020247_132018.FR,2.673773,162.15245,32.029392,0,0,ART_2020247_133018.FR,9.730884
ART_2020247_133018.FR,2.0773385,161.8066,31.82716,0,0,ART_2020247_134018.FR,9.6745205
ART_2020247_134018.FR,2.6337123,161.48572,31.66532,0,0,ART_2020247_135018.FR,9.614406
ART_2020247_135018.FR,2.6963985,165.12459,31.620634,0,0,ART_2020247_140018.FR,9.723689
ART_2020247_140018.FR,2.8979502,150.41014,31.783087,0,0,ART_2020247_141018.FR,9.989844
ART_2020247_141018.FR,2.8281832,159.38217,32.25287,0,0,ART_2020247_142018.FR,10.1678505
ART_2020247_142018.FR,2.9347992,146.16815,32.930458,0,0,ART_2020247_143018.FR,10.311802
ART_2020247_143018.FR,2.9329681,149.23488,33.06734,0,0,ART_2020247_144018.FR,10.313972
ART_2020247_144018.FR,2.9047027,147.1079,32.56083,0,0,ART_2020247_145018.FR,10.198672
ART_2020247_145018.FR,2.6272666,150.413,32.184677,0,0,ART_2020247_150018.FR,10.129237
ART_2020247_150018.FR,2.9213881,149.78096,32.03064,0,0,ART_2020247_151018.FR,10.112694
ART_2020247_151018.FR,2.8363833,150.74037,31.943459,0,0,ART_2020247_152018.FR,10.117552
ART_2020247_152018.FR,2.8744311,157.47649,31.88163,0,0,ART_2020247_153018.FR,10.077562
ART_2020247_153018.FR,3.090996,147.2427,31.86603,0,0,ART_2020247_154018.FR,10.070893
ART_2020247_154018.FR,3.051633,150.6434,31.897772,0,0,ART_2020247_155018.FR,10.066511
ART_2020247_155018.FR,2.7498772,150.87033,31.973734,0,0,ART_2020247_160018.FR,10.079654
ART_2020247_160018.FR,2.8888202,155.7897,32.11283,0,0,ART_2020247_161018.FR,10.076175
ART_2020247_161018.FR,2.9327562,158.90222,32.3045,0,0,ART_2020247_162018.FR,10.105052
ART_2020247_162018.FR,3.22195,162.35753,32.569626,0,0,ART_2020247_163018.FR,10.104744
ART_2020247_163018.FR,3.108929,156.65138,32.936287,0,0,ART_2020247_164018.FR,10.196569
ART_2020247_164018.FR,3.0463328,165.88452,33.539932,0,0,ART_2020247_170018.FR,12.612214
ART_2020247_170018.FR,3.2502677,171.7907,35.45066,0,0,ART_2020247_171018.FR,10.917401
ART_2020247_171018.FR,2.9477131,181.45976,34.862164,0,0,ART_2020247_172018.FR,10.945493
ART_2020247_172018.FR,3.060958,159.04944,33.6848,0,0,ART_2020247_173018.FR,10.769203
ART_2020247_173018.FR,3.018807,165.56502,32.87448,0,0,ART_2020247_174018.FR,10.764777
ART_2020247_174018.FR,2.9727674,166.08159,32.35189,0,0,ART_2020247_175018.FR,10.858849
ART_2020247_175018.FR,3.04349,181.42732,31.966831,0,0,ART_2020247_180018.FR,11.0035715
ART_2020247_180018.FR,2.9709613,186.68167,31.66968,0,0,ART_2020247_181018.FR,11.187425
ART_2020247_181018.FR,3.0266862,183.50186,31.414614,0,0,ART_2020247_182018.FR,11.319819
ART_2020247_182018.FR,2.963875,191.3978,31.19923,0,0,ART_2020247_183018.FR,11.547586
ART_2020247_183018.FR,2.994572,197.83548,31.010296,0,0,ART_2020247_184018.FR,11.714307
ART_2020247_184018.FR,3.2915251,213.55452,30.838966,0,0,ART_2020247_185018.FR,11.8777485
ART_2020247_185018.FR,3.324967,217.66751,30.646973,0,0,ART_2020247_190018.FR,12.149828
ART_2020247_190018.FR,3.3559973,229.34998,30.464745,0,0,ART_2020247_191018.FR,12.386196
ART_2020247_191018.FR,3.328744,251.41556,30.288979,0,0,ART_2020247_192018.FR,12.752928
ART_2020247_192018.FR,3.4816837,256.6135,30.149942,0,0,ART_2020247_193018.FR,13.082765
ART_2020247_193018.FR,3.262573,276.78894,30.036905,0,0,ART_2020247_194018.FR,13.544779
ART_2020247_194018.FR,3.6455271,301.3262,29.61087,0,0,ART_2020247_195018.FR,14.088049
ART_2020247_195018.FR,3.606406,333.6934,28.025585,0,0,ART_2020247_200018.FR,13.976764
ART_2020247_200018.FR,3.4079602,335.75192,25.884237,0,0,ART_2020247_201018.FR,13.0634
ART_2020247_201018.FR,2.7393231,349.495,23.971724,0,0,ART_2020247_202018.FR,11.921014
ART_2020247_202018.FR,2.863258,400.68323,22.242575,0,0,ART_2020247_203018.FR,10.852709
ART_2020247_203018.FR,0.0,335.31985,20.467045,0,0,ART_2020247_204018.FR,10.604085
ART_2020247_204018.FR,0.0,334.85812,17.688934,0,0,ART_2020247_205018.FR,10.469249
ART_2020247_205018.FR,0.0,303.8477,14.251464,0,20,ART_2020247_210018.FR,9.649341
ART_2020247_210018.FR,0.0,254.75902,11.209698,0,30,ART_2020247_211018.FR,8.421207
ART_2020247_211018.FR,0.0,250.5769,8.74317,0,37,ART_2020247_212018.FR,7.2749476
ART_2020247_212018.FR,0.0,238.88531,6.6127167,0,43,ART_2020247_213018.FR,5.8056874
ART_2020247_213018.FR,0.0,230.3336,4.869889,0,48,ART_2020247_214018.FR,7.55077
ART_2020247_214018.FR,0.0,163.3429,2.6082215,0,53,ART_2020247_215018.FR,4.3094068
ART_2020247_215018.FR,0.0,81.3498,1.2650957,0,58,ART_2020247_220018.FR,5.077517
ART_2020247_220018.FR,0.0,39.557766,0.12970991,0,62,ART_2020247_221018.FR,1.698867
ART_2020248_094018.FR,0.0,0.0,0.0,70,76,ART_2020248_095018.FR,4.320071
ART_2020248_095018.FR,0.0,244.83011,0.8141057,0,58,ART_2020248_100018.FR,12.317699
ART_2020248_100018.FR,0.0,319.67407,3.8897927,0,54,ART_2020248_101019.FR,15.325907
ART_2020248_101019.FR,0.0,314.26978,8.337713,0,49,ART_2020248_102019.FR,14.552803
ART_2020248_102019.FR,0.0,288.96582,12.167308,0,44,ART_2020248_103019.FR,15.018775
ART_2020248_103019.FR,0.0,275.03406,15.882776,0,38,ART_2020248_104019.FR,14.288973
ART_2020248_104019.FR,0.0,286.6261,18.657736,0,31,ART_2020248_105019.FR,13.610908
ART_2020248_105019.FR,0.0,265.9645,20.860912,0,22,ART_2020248_110019.FR,13.745658
ART_2020248_110019.FR,0.0,260.97952,22.77218,0,4,ART_2020248_111019.FR,12.707904
ART_2020248_111019.FR,0.0,237.91096,23.92763,0,0,ART_2020248_112019.FR,11.942802
ART_2020248_112019.FR,3.4617324,222.41246,24.390825,0,0,ART_2020248_113019.FR,11.110571
ART_2020248_113019.FR,3.0308328,215.26915,24.410181,0,0,ART_2020248_114019.FR,12.367269
ART_2020248_114019.FR,3.2006814,196.96898,25.378166,0,0,ART_2020248_115019.FR,12.248347
ART_2020248_115019.FR,3.165157,236.3551,25.951242,0,0,ART_2020248_120019.FR,11.164098
ART_2020248_120019.FR,3.0412278,239.53586,25.719522,0,0,ART_2020248_121019.FR,10.716359
ART_2020248_121019.FR,2.8037574,234.3323,25.247671,0,0,ART_2020248_122019.FR,10.281884
ART_2020248_122019.FR,2.880546,211.4134,24.792229,0,0,ART_2020248_123019.FR,10.017633
ART_2020248_123019.FR,2.61918,192.4169,24.401073,0,0,ART_2020248_124019.FR,9.792141
ART_2020248_124019.FR,2.8392243,184.92557,24.053503,0,0,ART_2020248_125019.FR,9.610526
ART_2020248_125019.FR,2.637774,174.17278,23.738049,0,0,ART_2020248_130019.FR,9.482511
ART_2020248_130019.FR,2.6861641,168.19344,23.450584,0,0,ART_2020248_131019.FR,9.34725
ART_2020248_131019.FR,1.9442717,165.33652,23.204006,0,0,ART_2020248_132019.FR,9.24244
ART_2020248_132019.FR,2.7974312,173.64247,22.965693,0,0,ART_2020248_133019.FR,9.138397
ART_2020248_133019.FR,2.7517126,168.71294,22.755178,0,0,ART_2020248_134019.FR,9.022112
ART_2020248_134019.FR,2.6662571,164.52432,22.583008,0,0,ART_2020248_135019.FR,8.881555
ART_2020248_135019.FR,2.2056096,164.78992,22.466476,0,0,ART_2020248_140019.FR,8.80383
ART_2020248_140019.FR,2.8706594,160.41107,22.432611,0,0,ART_2020248_141019.FR,8.801197
ART_2020248_141019.FR,2.6645792,158.08246,22.516073,0,0,ART_2020248_142019.FR,8.887303
ART_2020248_142019.FR,2.8125987,155.31462,22.662153,0,0,ART_2020248_143019.FR,9.036277
ART_2020248_143019.FR,2.5910692,154.27553,22.682932,0,0,ART_2020248_144019.FR,9.024883
ART_2020248_144019.FR,2.3551896,152.83484,22.44868,0,0,ART_2020248_145019.FR,8.831705
ART_2020248_145019.FR,3.165536,152.82501,22.1816,0,0,ART_2020248_150019.FR,8.727852
ART_2020248_150019.FR,3.215246,151.77634,22.072176,0,0,ART_2020248_151019.FR,8.660173
ART_2020248_151019.FR,3.1511455,151.2854,22.05231,0,0,ART_2020248_152019.FR,8.670904
ART_2020248_152019.FR,2.5053153,156.35658,22.068676,0,0,ART_2020248_153019.FR,8.69564
ART_2020248_153019.FR,3.4460666,156.71658,22.12239,0,0,ART_2020248_154019.FR,8.664319
ART_2020248_154019.FR,2.9318635,157.28415,22.205948,0,0,ART_2020248_155019.FR,8.68757
ART_2020248_155019.FR,3.4388924,158.23346,22.325377,0,0,ART_2020248_160019.FR,8.663647
ART_2020248_160019.FR,3.5494182,159.13152,22.479738,0,0,ART_2020248_161019.FR,8.61902
ART_2020248_161019.FR,3.5785577,152.94868,22.693844,0,0,ART_2020248_162019.FR,8.65902
ART_2020248_162019.FR,3.560553,155.48882,22.975868,0,0,ART_2020248_163019.FR,8.724453
ART_2020248_163019.FR,3.5478787,156.1284,23.355713,0,0,ART_2020248_164019.FR,8.794412
ART_2020248_164019.FR,3.598761,158.08469,23.928776,0,0,ART_2020248_165019.FR,9.066476
ART_2020248_165019.FR,3.6670635,163.99951,24.86504,0,0,ART_2020248_170018.FR,9.379782
ART_2020248_170018.FR,3.4620316,175.07593,25.470602,0,0,ART_2020248_171018.FR,9.692688
ART_2020248_171018.FR,3.04614,176.38051,25.089527,0,0,ART_2020248_172018.FR,9.56401
ART_2020248_172018.FR,3.348785,170.19151,24.431812,0,0,ART_2020248_173018.FR,9.282881
ART_2020248_173018.FR,3.0742033,181.92653,23.940748,0,0,ART_2020248_174018.FR,9.232602
ART_2020248_174018.FR,3.2219057,189.24329,23.679193,0,0,ART_2020248_175018.FR,9.24513
ART_2020248_175018.FR,3.3055859,202.85431,23.532747,0,0,ART_2020248_180018.FR,9.240879
ART_2020248_180018.FR,3.3792756,194.53217,23.432674,0,0,ART_2020248_181018.FR,9.319389
ART_2020248_181018.FR,3.2606692,209.84981,23.367746,0,0,ART_2020248_182018.FR,9.430037
ART_2020248_182018.FR,3.1237612,206.47357,23.315516,0,0,ART_2020248_183018.FR,9.535916
ART_2020248_183018.FR,3.0273066,206.0647,23.29251,0,0,ART_2020248_184018.FR,9.675109
ART_2020248_184018.FR,3.253296,224.71338,23.261541,0,0,ART_2020248_185018.FR,9.789571
ART_2020248_185018.FR,3.3495605,232.85417,23.231632,0,0,ART_2020248_190018.FR,10.012795
ART_2020248_190018.FR,3.4588456,240.51949,23.231487,0,0,ART_2020248_191019.FR,10.159532
ART_2020248_191019.FR,3.3435268,277.90207,23.267551,0,0,ART_2020248_192019.FR,10.367348
ART_2020248_192019.FR,3.5312092,255.87263,23.327995,0,0,ART_2020248_193019.FR,10.662768
ART_2020248_193019.FR,3.439754,292.06992,23.337488,0,0,ART_2020248_194019.FR,11.067218
ART_2020248_194019.FR,3.442157,295.1607,23.1078,0,0,ART_2020248_195019.FR,11.300117
ART_2020248_195019.FR,2.9970365,312.12885,22.386845,0,0,ART_2020248_200019.FR,10.562206
ART_2020248_200019.FR,3.2560885,290.86118,21.370806,0,0,ART_2020248_201019.FR,9.323536
ART_2020248_201019.FR,3.0817702,245.37178,20.027363,0,0,ART_2020248_202019.FR,7.41955
ART_2020248_202019.FR,2.8344429,254.63733,18.840258,0,0,ART_2020248_203019.FR,5.8639603
ART_2020248_203019.FR,0.0,186.36201,18.053844,0,0,ART_2020248_204019.FR,6.239684
ART_2020248_204019.FR,0.0,216.55563,16.59593,0,0,ART_2020248_205019.FR,6.6724305
ART_2020248_205019.FR,0.0,172.55577,14.416303,0,20,ART_2020248_210019.FR,6.7527637
ART_2020248_210019.FR,0.0,200.9907,11.982658,0,30,ART_2020248_211019.FR,6.2732496
ART_2020248_211019.FR,0.0,204.72343,9.600762,0,37,ART_2020248_212019.FR,5.5785265
ART_2020248_212019.FR,0.0,214.32214,7.4422584,0,43,ART_2020248_213019.FR,5.444679
ART_2020248_213019.FR,0.0,222.4029,5.407339,0,48,ART_2020248_214019.FR,7.1934795
ART_2020248_214019.FR,0.0,154.45728,2.9422708,0,53,ART_2020248_215019.FR,5.1811814
ART_2020248_215019.FR,0.0,67.35212,1.2965153,0,58,ART_2020248_220019.FR,4.993027
ART_2020248_220019.FR,0.0,39.001747,0.13597439,0,62,ART_2020248_221019.FR,1.693394
ART_2020249_094019.FR,0.0,0.0,0.0,70,76,ART_2020249_095019.FR,8.330772
ART_2020249_095019.FR,0.0,213.75304,1.6852804,0,58,ART_2020249_100019.FR,13.31566
ART_2020249_100019.FR,0.0,286.78482,5.310886,0,54,ART_2020249_101019.FR,15.376762
ART_2020249_101019.FR,0.0,272.49048,9.926055,0,49,ART_2020249_102019.FR,15.503889
ART_2020249_102019.FR,0.0,260.54993,14.200652,0,44,ART_2020249_103019.FR,15.353128
ART_2020249_103019.FR,0.0,289.08725,17.907034,0,38,ART_2020249_104019.FR,15.1365385
ART_2020249_104019.FR,0.0,248.9658,21.023651,0,30,ART_2020249_105019.FR,14.790662
ART_2020249_105019.FR,0.0,238.35704,23.661184,0,21,ART_2020249_110019.FR,13.84007
ART_2020249_110019.FR,0.0,219.02274,25.47142,0,0,ART_2020249_111019.FR,12.999557
ART_2020249_111019.FR,0.0,200.2478,26.320038,0,0,ART_2020249_112019.FR,12.62929
ART_2020249_112019.FR,2.2021208,212.22754,26.604753,0,0,ART_2020249_113019.FR,13.109625
ART_2020249_113019.FR,0.0,278.06784,26.8292,0,0,ART_2020249_114019.FR,13.385839
ART_2020249_114019.FR,2.7451808,257.52316,27.480246,0,0,ART_2020249_115019.FR,12.672537
ART_2020249_115019.FR,2.525607,262.5722,27.509867,0,0,ART_2020249_120019.FR,11.96383
ART_2020249_120019.FR,1.814237,232.47665,27.280996,0,0,ART_2020249_121019.FR,11.165257
ART_2020249_121019.FR,2.6726775,214.76054,26.799763,0,0,ART_2020249_122019.FR,10.824978
ART_2020249_122019.FR,2.2338026,230.50694,26.345188,0,0,ART_2020249_123019.FR,10.577282
ART_2020249_123019.FR,1.8821499,213.05884,25.948116,0,0,ART_2020249_124019.FR,10.350519
ART_2020249_124019.FR,0.0,194.71503,25.604414,0,0,ART_2020249_125019.FR,10.135897
ART_2020249_125019.FR,0.0,232.33427,25.33011,0,0,ART_2020249_130019.FR,9.971489
ART_2020249_130019.FR,0.471673,172.9842,25.10288,0,0,ART_2020249_131019.FR,9.881046
ART_2020249_131019.FR,1.3580947,176.231,24.914803,0,0,ART_2020249_132019.FR,9.790829
ART_2020249_132019.FR,2.5870624,171.84392,24.742079,0,0,ART_2020249_133019.FR,9.691388
ART_2020249_133019.FR,2.7061346,173.3587,24.587934,0,0,ART_2020249_134019.FR,9.627981
ART_2020249_134019.FR,1.6467627,178.3404,24.492163,0,0,ART_2020249_135019.FR,9.61397
ART_2020249_135019.FR,2.51072,178.56555,24.505033,0,0,ART_2020249_140019.FR,9.601146
ART_2020249_140019.FR,2.324769,162.8208,24.640812,0,0,ART_2020249_141019.FR,9.610898
ART_2020249_141019.FR,1.215599,161.79051,24.920595,0,0,ART_2020249_142019.FR,9.775581
ART_2020249_142019.FR,2.2562454,148.79747,25.24859,0,0,ART_2020249_143019.FR,9.85521
ART_2020249_143019.FR,2.5765436,158.24857,25.329582,0,0,ART_2020249_144019.FR,9.765005
ART_2020249_144019.FR,1.8327286,154.68575,25.137081,0,0,ART_2020249_145019.FR,9.55347
ART_2020249_145019.FR,2.629374,150.3775,25.00036,0,0,ART_2020249_150019.FR,9.438561
ART_2020249_150019.FR,2.8981164,147.567,24.965904,0,0,ART_2020249_151019.FR,9.3355465
ART_2020249_151019.FR,2.8659258,145.1677,24.987831,0,0,ART_2020249_152019.FR,9.284839
ART_2020249_152019.FR,1.2701541,143.30138,25.057306,0,0,ART_2020249_153019.FR,9.2969
ART_2020249_153019.FR,2.8842604,143.43088,25.16687,0,0,ART_2020249_154019.FR,9.296909
ART_2020249_154019.FR,2.652763,141.8104,25.31209,0,0,ART_2020249_155019.FR,9.31445
ART_2020249_155019.FR,2.7302723,140.55333,25.484266,0,0,ART_2020249_160019.FR,9.367087
ART_2020249_160019.FR,2.959249,139.56963,25.700644,0,0,ART_2020249_161019.FR,9.40443
ART_2020249_161019.FR,2.78108,138.83215,25.970982,0,0,ART_2020249_162019.FR,9.424212
ART_2020249_162019.FR,2.9241903,138.70175,26.320145,0,0,ART_2020249_163019.FR,9.470968
ART_2020249_163019.FR,2.913726,138.73662,26.774801,0,0,ART_2020249_164019.FR,9.666312
ART_2020249_164019.FR,2.8557887,141.1511,27.459118,0,0,ART_2020249_165019.FR,9.940555
ART_2020249_165019.FR,3.0473022,145.48596,28.50649,0,0,ART_2020249_170019.FR,10.32248
ART_2020249_170019.FR,2.8634007,147.18318,29.221407,0,0,ART_2020249_171019.FR,10.574894
ART_2020249_171019.FR,2.933004,151.12125,28.771458,0,0,ART_2020249_172019.FR,10.43462
ART_2020249_172019.FR,2.8896873,157.34366,28.107895,0,0,ART_2020249_173019.FR,10.214524
ART_2020249_173019.FR,2.948931,164.8409,27.505503,0,0,ART_2020249_174019.FR,10.184622
ART_2020249_174019.FR,2.9915988,161.70776,27.157494,0,0,ART_2020249_175019.FR,10.275431
ART_2020249_175019.FR,2.9405074,167.8951,26.927336,0,0,ART_2020249_180019.FR,10.380753
ART_2020249_180019.FR,2.977442,166.86884,26.757725,0,0,ART_2020249_181019.FR,10.522688
ART_2020249_181019.FR,2.943644,172.64278,26.632084,0,0,ART_2020249_182019.FR,10.658322
ART_2020249_182019.FR,2.983568,186.81136,26.52324,0,0,ART_2020249_183019.FR,10.83961
ART_2020249_183019.FR,2.6227365,211.5619,26.424591,0,0,ART_2020249_184019.FR,10.923835
ART_2020249_184019.FR,2.9065497,199.2477,26.332695,0,0,ART_2020249_185019.FR,11.068268
ART_2020249_185019.FR,2.9345362,213.85852,26.23766,0,0,ART_2020249_190019.FR,11.189697
ART_2020249_190019.FR,2.9594598,220.80252,26.175978,0,0,ART_2020249_191019.FR,11.357556
ART_2020249_191019.FR,2.9366915,218.42213,26.147041,0,0,ART_2020249_192019.FR,11.581269
ART_2020249_192019.FR,2.968754,234.95384,26.124714,0,0,ART_2020249_193019.FR,11.758603
ART_2020249_193019.FR,2.8615572,252.3956,26.067904,0,0,ART_2020249_194019.FR,11.968726
ART_2020249_194019.FR,2.9972603,270.21414,25.8168,0,0,ART_2020249_195019.FR,11.736339
ART_2020249_195019.FR,3.1490707,283.63583,25.060934,0,0,ART_2020249_200019.FR,11.100123
ART_2020249_200019.FR,3.0763106,337.83978,23.98523,0,0,ART_2020249_201019.FR,10.489921
ART_2020249_201019.FR,2.939181,347.34204,22.786549,0,0,ART_2020249_202019.FR,10.282446
ART_2020249_202019.FR,0.0,391.19882,21.280182,0,0,ART_2020249_203019.FR,9.461542
ART_2020249_203019.FR,0.0,302.49448,19.895296,0,0,ART_2020249_204019.FR,9.00807
ART_2020249_204019.FR,0.0,321.8932,17.933723,0,0,ART_2020249_205019.FR,8.385001
ART_2020249_205019.FR,0.0,260.22366,15.499289,0,20,ART_2020249_210019.FR,7.569237
ART_2020249_210019.FR,0.0,313.84174,13.073921,0,29,ART_2020249_211019.FR,8.12117
ART_2020249_211019.FR,0.0,287.93625,10.258713,0,37,ART_2020249_212019.FR,8.719967
ART_2020249_212019.FR,0.0,275.83273,7.233487,0,43,ART_2020249_213019.FR,7.552863
ART_2020249_213019.FR,0.0,303.31467,4.702794,0,48,ART_2020249_214019.FR,7.268587
ART_2020249_214019.FR,0.0,193.26266,2.3695602,0,53,ART_2020249_215019.FR,4.529678
ART_2020249_215019.FR,0.0,77.94726,0.9979055,0,58,ART_2020249_220019.FR,3.8684795
ART_2020249_220019.FR,0.0,41.985012,0.16392043,0,62,ART_2020249_221019.FR,1.9460187
ART_2020250_094019.FR,0.0,0.0,0.0,70,76,ART_2020250_095019.FR,9.9283085
ART_2020250_095019.FR,0.0,176.14359,2.1581433,0,58,ART_2020250_100019.FR,15.759095
ART_2020250_100019.FR,0.0,207.40169,6.779899,0,53,ART_2020250_101019.FR,16.02871
ART_2020250_101019.FR,0.0,209.73572,11.899189,0,48,ART_2020250_102019.FR,15.21425
ART_2020250_102019.FR,0.0,222.76761,16.30342,0,43,ART_2020250_103019.FR,14.708652
ART_2020250_103019.FR,0.0,192.77101,20.265736,0,37,ART_2020250_104019.FR,15.406437
ART_2020250_104019.FR,0.0,321.7007,24.148134,0,30,ART_2020250_105019.FR,14.602245
ART_2020250_105019.FR,0.0,256.05554,27.234772,0,20,ART_2020250_110019.FR,15.134101
ART_2020250_110019.FR,0.0,266.28415,30.510635,0,0,ART_2020250_111019.FR,15.011733
ART_2020250_111019.FR,0.0,223.58484,32.87911,0,0,ART_2020250_112019.FR,13.216947
ART_2020250_112019.FR,3.3166447,229.56543,33.267742,0,0,ART_2020250_113019.FR,12.31398
ART_2020250_113019.FR,0.7540024,222.38115,33.314075,0,0,ART_2020250_114019.FR,11.430256
ART_2020250_114019.FR,2.0674295,262.34515,33.16122,0,0,ART_2020250_115019.FR,10.935565
ART_2020250_115019.FR,3.059472,233.09818,32.81386,0,0,ART_2020250_120019.FR,10.422777
ART_2020250_120019.FR,2.2816136,230.81148,32.49298,0,0,ART_2020250_121019.FR,9.841361
ART_2020250_121019.FR,2.5435247,214.19724,32.14477,0,0,ART_2020250_122019.FR,9.582585
ART_2020250_122019.FR,1.263496,196.47424,31.856247,0,0,ART_2020250_123019.FR,9.350055
ART_2020250_123019.FR,1.5683808,190.16124,31.608997,0,0,ART_2020250_124019.FR,9.142782
ART_2020250_124019.FR,2.4254546,182.79187,31.40614,0,0,ART_2020250_125019.FR,9.008347
ART_2020250_125019.FR,0.40571812,175.11885,31.20856,0,0,ART_2020250_130019.FR,8.88635
ART_2020250_130019.FR,2.5775049,165.4239,31.03008,0,0,ART_2020250_131019.FR,8.794049
ART_2020250_131019.FR,0.847562,156.75255,30.847073,0,0,ART_2020250_132019.FR,8.663674
ART_2020250_132019.FR,2.4944596,153.48228,30.66567,0,0,ART_2020250_133019.FR,8.602731
ART_2020250_133019.FR,0.0,149.77016,30.497004,0,0,ART_2020250_134019.FR,8.525024
ART_2020250_134019.FR,2.5034606,144.86153,30.369083,0,0,ART_2020250_135019.FR,8.487522
ART_2020250_135019.FR,2.6910357,141.9856,30.326725,0,0,ART_2020250_140019.FR,8.48047
ART_2020250_140019.FR,2.2602801,137.11896,30.41302,0,0,ART_2020250_141019.FR,8.524445
ART_2020250_141019.FR,2.7928548,134.20294,30.691978,0,0,ART_2020250_142019.FR,8.732525
ART_2020250_142019.FR,2.6740973,131.87105,31.027985,0,0,ART_2020250_143019.FR,8.834719
ART_2020250_143019.FR,1.8391178,129.8359,31.090733,0,0,ART_2020250_144019.FR,8.768652
ART_2020250_144019.FR,3.4393682,127.86071,30.75793,0,0,ART_2020250_145019.FR,8.584702
ART_2020250_145019.FR,3.133581,126.386215,30.450296,0,0,ART_2020250_150019.FR,8.425221
ART_2020250_150019.FR,3.3938801,125.186935,30.302696,0,0,ART_2020250_151019.FR,8.428661
ART_2020250_151019.FR,3.007359,124.22328,30.23396,0,0,ART_2020250_152019.FR,8.426304
ART_2020250_152019.FR,2.6954823,124.03643,30.244764,0,0,ART_2020250_153019.FR,8.419124
ART_2020250_153019.FR,3.3589165,123.56103,30.306,0,0,ART_2020250_154019.FR,8.428983
ART_2020250_154019.FR,3.3896055,124.33155,30.426268,0,0,ART_2020250_155019.FR,8.425304
ART_2020250_155019.FR,2.5443578,126.171196,30.575472,0,0,ART_2020250_160019.FR,8.543405
